,No,제목,학과,과정,년도,href,RNN_SCORE
196,68,UCSD 교환학생 보고서,의공학부,학부,2007,/partner/expReport.asp?id=3081&page=20&bgbn=R,0.681797981262207
197,67,UCSD에서의 1년!,생명공학과,학부,2007,/partner/expReport.asp?id=3013&page=20&bgbn=R,0.7415863871574402
198,66,"마음의 고향, 샌디에고에서의 1년...",교육학과,학부,2007,/partner/expReport.asp?id=2958&page=20&bgbn=R,0.7814280986785889
199,65,"2007, at UCSD",생명공학과,학부,2007,/partner/expReport.asp?id=2956&page=20&bgbn=R,0.5123575925827026
200,64,UC샌디에고 경험보고서,전기전자공학과,학부,2007,/partner/expReport.asp?id=2946&page=21&bgbn=R,0.6680845022201538
201,63,교환학생보고서,신문방송학과,학부,2007,/partner/expReport.asp?id=2923&page=21&bgbn=R,0.7255330681800842
202,62,샌디에고에서의 1년,심리학과,학부,2007,/partner/expReport.asp?id=2909&page=21&bgbn=R,0.731432318687439
203,61,the Life of UCSD,심리/경영학과,학부,2007,/partner/expReport.asp?id=2876&page=21&bgbn=R,0.5123575925827026
204,60,UC San Diego 경험보고서,영어영문학과,학부,2007,/partner/expReport.asp?id=2859&page=21&bgbn=R,0.6584348678588867
205,59,"다녀오세요, 샌디에고",생명공학과,학부,2006-2007,/partner/expReport.asp?id=2777&page=21&bgbn=R,0.7992138862609863
206,58,Life in UCSD,사학과,학부,2006-2007,/partner/expReport.asp?id=2768&page=21&bgbn=R,0.515648603439331
207,57,"지금도 처음처럼 마음 설레는 곳, 샌디에고",심리학과,학부,2006-2007,/partner/expReport.asp?id=2763&page=21&bgbn=R,0.9791127443313599
208,56,꿈만같았던 UCSD에서의 1년!,경영학과,학부,2006-2007,/partner/expReport.asp?id=2751&page=21&bgbn=R,0.8358272314071655
209,55,"꿈결 같은 생활, UCSD",정치외교학과,학부,2006-2007,/partner/expReport.asp?id=2746&page=21&bgbn=R,0.48591792583465576
210,54,UCSD에서의 행복했던 1년,영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2691&page=22&bgbn=R,0.916967511177063
211,53,U.C.S.D,전기전자공학부,학부,2006,/partner/expReport.asp?id=2471&page=22&bgbn=R,0.5163494348526001
212,52,꿈만 같았던 1년..샌디에고,경영학과,학부,2006,/partner/expReport.asp?id=2452&page=22&bgbn=R,0.7487866282463074
213,51,"1년 동안 꿈을 꿨던 곳, UCSD",전기전자공학과,학부,2006,/partner/expReport.asp?id=2426&page=22&bgbn=R,0.8721159100532532
214,50,"2006년, UCSD에서의 청춘 보고서",생화학과,학부,2006,/partner/expReport.asp?id=2386&page=22&bgbn=R,0.8708633184432983
215,49,리얼라이프시트콤 Living in UCSD! - 시즌3완결.,경영학과,학부,2006,/partner/expReport.asp?id=2295&page=22&bgbn=R,0.7200899124145508
216,48,내 인생의 황금기...그대 이름은 SanDiego~!!!,경제학과,학부,2005-2006,/partner/expReport.asp?id=2247&page=22&bgbn=R,0.8741768598556519
217,47,"1년간의 휴가 - University of California, San Diego",상경대학 경제학부,학부,2006,/partner/expReport.asp?id=2199&page=22&bgbn=R,0.6951794624328613
218,46,후회없는 일년의 투자 UCSD,국어국문학과,학부,2005-2006,/partner/expReport.asp?id=2092&page=22&bgbn=R,0.3837825357913971
219,45,교환학생보고서,신문방송학과,학부,2005-2006,/partner/expReport.asp?id=2091&page=22&bgbn=R,0.7255330681800842
220,44,"샌디에고, 최고의 파라다이스",영문학과,학부,2005,/partner/expReport.asp?id=2070&page=23&bgbn=R,0.46880316734313965
221,43,감동의......샌디에고!,영어영문학과,학부,2005-2006,/partner/expReport.asp?id=2061&page=23&bgbn=R,0.8586125373840332
222,42,UCSD에서의 소중한 1년,영어영문학과,학부,2005,/partner/expReport.asp?id=1912&page=23&bgbn=R,0.8446583151817322
223,41,내 삶의 커다란 일부가 된 UCSD에서의 1년,영문/심리학과,학부,2005,/partner/expReport.asp?id=1901&page=23&bgbn=R,0.9294772148132324
224,40,일주일만에 돌아가고 싶어진 곳! San Diego,경영학과,학부,2004-2005,/partner/expReport.asp?id=1667&page=23&bgbn=R,0.9457558393478394
225,39,California Dreamin',영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1655&page=23&bgbn=R,0.515648603439331
226,38,에덴동산을 테마로 만든 대학,물리학전공,학부,2004,/partner/expReport.asp?id=1484&page=23&bgbn=R,0.2932942509651184
227,37,Super! Awesome! Fabulous!,정치외교학과,학부,2004,/partner/expReport.asp?id=1435&page=23&bgbn=R,0.5139521360397339
228,36,샌디에고에서의 일년,신문방송학과,학부,2004,/partner/expReport.asp?id=1386&page=23&bgbn=R,0.727751612663269
229,35,"세상에서 가장 빛나는 곳, 샌디에고",경영학전공,학부,2003-2004,/partner/expReport.asp?id=1336&page=23&bgbn=R,0.9681779146194458
230,34,UCSD에서 보낸 소중한 일년,영어영문학전공,학부,2003-2004,/partner/expReport.asp?id=1310&page=24&bgbn=R,0.6226732134819031
231,33,그윽한 La Jolla의 밤바다...,사학전공,학부,2003-2004,/partner/expReport.asp?id=1257&page=24&bgbn=R,0.6824148893356323
232,32,Surfing USA? Surfing SD~!!,인문학부,학부,2003-2004,/partner/expReport.asp?id=1249&page=24&bgbn=R,0.5139521360397339
233,31,"rock on, DUDE! -- life in SUN diego",생명공학전공,학부,2003-2004,/partner/expReport.asp?id=1234&page=24&bgbn=R,0.523225724697113
234,30,내 인생에 꿈만 같았던 소중한 추억들...,생명공학전공,학부,2003-2004,/partner/expReport.asp?id=1217&page=24&bgbn=R,0.9377495050430298
235,29,강추 강추~! 최고의 교환대학!!,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1204&page=24&bgbn=R,0.9537869095802307
236,28,"소중한 기억,, 친구들..",신문방송학과,학부,2002-2003,/partner/expReport.asp?id=1199&page=24&bgbn=R,0.716829776763916
237,27,"Heaven on Earth, San Diego",정치외교학과,학부,2003-2004,/partner/expReport.asp?id=1195&page=24&bgbn=R,0.5139521360397339
238,26,4 Seasons in San Diego,인문학부,학부,2003,/partner/expReport.asp?id=1108&page=24&bgbn=R,0.5122702717781067
239,25,UCSD에서 보낸 2003년,영어영문학전공,학부,2003,/partner/expReport.asp?id=1103&page=24&bgbn=R,0.5980356335639954
240,24,"다시 가고 싶은 그 곳, 샌디에고",경영학전공,학부,2002,/partner/expReport.asp?id=1081&page=25&bgbn=R,0.9609643220901489
241,23,Make the best of it! - UCSD,정치외교학과,학부,2003,/partner/expReport.asp?id=985&page=25&bgbn=R,0.5188660621643066
242,22,"UCSD, 잊지 못할..",생명공학전공,학부,2002,/partner/expReport.asp?id=978&page=25&bgbn=R,0.7884399890899658
243,21,UCSD에서의 6개월,작곡과,학부,2003,/partner/expReport.asp?id=949&page=25&bgbn=R,0.7203809022903442
244,20,UCSD에서 1년...,생명공학전공,학부,2002,/partner/expReport.asp?id=930&page=25&bgbn=R,0.49347519874572754
245,19,2002-2003 경험보고서,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=924&page=25&bgbn=R,0.6901764869689941
246,18,내가 다녀 온 UCSD,사회학전공,학부,2002,/partner/expReport.asp?id=809&page=25&bgbn=R,0.3210103511810303
247,17,경험보고서,법학과,학부,2002,/partner/expReport.asp?id=766&page=25&bgbn=R,0.7555708289146423
248,16,UC San Diego - 백은주,건축공학전공,학부,2001-2002,/partner/expReport.asp?id=704&page=25&bgbn=R,0.5122702717781067
249,15,UC San Diego - 류희상,경제학전공,학부,2001-2002,/partner/expReport.asp?id=653&page=25&bgbn=R,0.2091846466064453
250,14,UC San Diego - 나인원,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=644&page=26&bgbn=R,0.45696115493774414
251,13,UC San Diego - 송규호,법학과,학부,2001-2002,/partner/expReport.asp?id=643&page=26&bgbn=R,0.5958292484283447
252,12,UC San Diego - 방효은,생명공학전공,학부,2001-2002,/partner/expReport.asp?id=603&page=26&bgbn=R,0.5122511982917786
253,11,UC San Diego - 김도준,신문방송학과,학부,2001,/partner/expReport.asp?id=551&page=26&bgbn=R,0.30039548873901367
254,10,UC San Diego - 임수아,정치외교학과,학부,200 - 2001,/partner/expReport.asp?id=416&page=26&bgbn=R,0.5122702717781067
255,9,UC San Diego - 이정재,영어영문학전공,학부,2001,/partner/expReport.asp?id=415&page=26&bgbn=R,0.5742594003677368
256,8,UC San Diego - 곽소연,영어영문학전공,학부,2001,/partner/expReport.asp?id=414&page=26&bgbn=R,0.5008517503738403
257,7,UC San Diego - 김민영,경영학전공,학부,2001,/partner/expReport.asp?id=413&page=26&bgbn=R,0.5122702717781067
258,6,UC San Diego-정유선,영어영문학전공,학부,2000-2001,/partner/expReport.asp?id=283&page=26&bgbn=R,0.5041384696960449
259,5,UCSD-강문석,경제학전공,학부,2000-2001,/partner/expReport.asp?id=122&page=26&bgbn=R,0.515648603439331
260,4,UCSD-한정훈,경영학전공,학부,2000,/partner/expReport.asp?id=99&page=27&bgbn=R,0.515648603439331
261,3,UCSD-최남영,정치외교학과,학부,1999-2000,/partner/expReport.asp?id=95&page=27&bgbn=R,0.5913946628570557
262,2,UC San Diego-김민혜,영어영문학전공,학부,1998-1999,/partner/expReport.asp?id=72&page=27&bgbn=R,0.5139521360397339
263,1,UCSD-조현,생활과학부,학부,1998-1999,/partner/expReport.asp?id=45&page=27&bgbn=R,0.515648603439331
