,No,제목,학과,과정,년도,href,RNN_SCORE
200,193,UC Berkeley 에서의 여름학기,약학과,학부,2012,/partner/expReport.asp?id=5784&page=21&bgbn=R,0.8087458610534668
201,192,UC Berkeley에서의 경험,영어영문학과,학부,2012,/partner/expReport.asp?id=5728&page=21&bgbn=R,0.7966657876968384
202,191,OSKI BEAR와 함께한 꿈같은 일년!!,정치외교학과/심리학,학부,2011-2012,/partner/expReport.asp?id=5720&page=21&bgbn=R,0.6977856159210205
203,190,내 인생의 터닝포인트!,토목환경공학과,학부,2010,/partner/expReport.asp?id=5668&page=21&bgbn=R,0.8540759086608887
204,189,UC Berkeley 교환학생 경험보고서,응용통계학과,학부,2011-2012,/partner/expReport.asp?id=5653&page=21&bgbn=R,0.6584348678588867
205,188,UC Berkeley에서의 1년~!,경제학과,학부,2011-2012,/partner/expReport.asp?id=5619&page=21&bgbn=R,0.7129020690917969
206,187,UC Berkeley 경험보고서,영어영문학과,학부,2011-2012,/partner/expReport.asp?id=5613&page=21&bgbn=R,0.6680845022201538
207,186,"꿈만 같은, Berkeley에서의 소중한 1년",경영학과/생활디자인학과,학부,2011-2012,/partner/expReport.asp?id=5596&page=21&bgbn=R,0.8691054582595825
208,185,UC Berkeley 경험보고서,정치외교학과,학부,2011-2012,/partner/expReport.asp?id=5588&page=21&bgbn=R,0.6680845022201538
209,184,UCB 경험보고서~,철학과,학부,2011,/partner/expReport.asp?id=5581&page=21&bgbn=R,0.690637469291687
210,183,잊을 수 없는 버클리에서의 1년,동아시아국제학부,학부,2011,/partner/expReport.asp?id=5550&page=22&bgbn=R,0.8115731477737427
211,182,기대했더 것보다 더 많은 것을 준 버클리.,영문학과,학부,2011,/partner/expReport.asp?id=5540&page=22&bgbn=R,0.29126620292663574
212,181,UC BERKELEY,통계학과,학부,2011,/partner/expReport.asp?id=5497&page=22&bgbn=R,0.5230967998504639
213,180,"다시가고픈 그곳, 버클리에서의 1년",언더우드국제대학,학부,2011,/partner/expReport.asp?id=5394&page=22&bgbn=R,0.9654636383056641
214,179,내 생에서 가장 아름다운 1년을 보낸 버클리,도시공학과,학부,2011,/partner/expReport.asp?id=5362&page=22&bgbn=R,0.8773519992828369
215,178,아직도 꿈만같은 버클리에서의 1년,UIC 국제학과,학부,2011,/partner/expReport.asp?id=5322&page=22&bgbn=R,0.7861663103103638
216,177,"꿈을 찾는 곳, University of California at Berkeley",생명공학과,학부,2011,/partner/expReport.asp?id=5304&page=22&bgbn=R,0.8733099699020386
217,176,UCB,심리학과,학부,2010-2011,/partner/expReport.asp?id=5215&page=22&bgbn=R,0.50729900598526
218,175,"또 하나의 추억, 버클리",동아시아 국제학부,학부,2010-2011,/partner/expReport.asp?id=5200&page=22&bgbn=R,0.7383251190185547
219,174,UC Berkeley 경험 보고서,컴퓨터.산업공학,학부,2011,/partner/expReport.asp?id=5187&page=22&bgbn=R,0.6680845022201538
220,173,Summer in Berkeley,영어영문학과,학부,2011,/partner/expReport.asp?id=5184&page=23&bgbn=R,0.515648603439331
221,172,경험보고서,생명과학공학,학부,2011,/partner/expReport.asp?id=5180&page=23&bgbn=R,0.7555708289146423
222,171,Berkeley Summer Sessions,철학과,학부,2011,/partner/expReport.asp?id=5177&page=23&bgbn=R,0.515648603439331
223,170,Unforgettable Summer in Berkeley,생명과학공학부,학부,2011,/partner/expReport.asp?id=5176&page=23&bgbn=R,0.5123575925827026
224,169,U.C. Berkeley 경험보고서:),경영학과,학부,2011,/partner/expReport.asp?id=5175&page=23&bgbn=R,0.6647616028785706
225,168,UCB 경험보고서,건축공학과,학부,2011,/partner/expReport.asp?id=5171&page=23&bgbn=R,0.6901764869689941
226,167,UCB 경험보고서!,사회학과,학부,2010-2011,/partner/expReport.asp?id=5162&page=23&bgbn=R,0.690637469291687
227,166,UC Berkeley,정치외교학과,학부,2010-2011,/partner/expReport.asp?id=5158&page=23&bgbn=R,0.5230967998504639
228,165,"나의 네잎클로버, 그리고 세잎클로버. Berkeley",생물학과,학부,2010-2011,/partner/expReport.asp?id=5085&page=23&bgbn=R,0.5866802930831909
229,164,꿈만같았던1년.,UIC 생명공학,학부,2010-2011,/partner/expReport.asp?id=5056&page=23&bgbn=R,0.7732871174812317
230,163,가장 행복했던 1년 UC Berkeley,영어영문학과,학부,2010-2011,/partner/expReport.asp?id=4944&page=24&bgbn=R,0.9593517184257507
231,162,언제나 기억에 남을 1년,심리,학부,2009-2010,/partner/expReport.asp?id=4927&page=24&bgbn=R,0.9302095174789429
232,161,UC Berkeley에서의 생활,공과대학 신소재공학,학부,2010-2011,/partner/expReport.asp?id=4899&page=24&bgbn=R,0.6778723001480103
233,160,So Berkeley,신문방송학과,학부,2010-2011,/partner/expReport.asp?id=4892&page=24&bgbn=R,0.5230967998504639
234,159,엄청났던 1년,UIC 국제학,학부,2010-2011,/partner/expReport.asp?id=4891&page=24&bgbn=R,0.785797119140625
235,158,Berkeley에서의 1년,국제관계학과,학부,2010,/partner/expReport.asp?id=4889&page=24&bgbn=R,0.731432318687439
236,157,UC Berkeley 에서의 알찬 1년!,경영학과,학부,2010-2011,/partner/expReport.asp?id=4886&page=24&bgbn=R,0.8047567009925842
237,156,정말 좋았던 1년 :),사회학과/신문방송학과,학부,2010-2011,/partner/expReport.asp?id=4878&page=24&bgbn=R,0.9147000312805176
238,155,버클리에서의 계절학기,컴퓨터과학과,학부,2010,/partner/expReport.asp?id=4834&page=24&bgbn=R,0.7011535167694092
239,154,UC Berkeley,경제학과,학부,2010,/partner/expReport.asp?id=4819&page=24&bgbn=R,0.5230967998504639
240,153,UC Berkeley,정보산업공학과,학부,2010,/partner/expReport.asp?id=4759&page=25&bgbn=R,0.5230967998504639
241,152,다시 가고 싶은 버클리.,경제학과,학부,2010,/partner/expReport.asp?id=4749&page=25&bgbn=R,0.7227020263671875
242,151,The time of my life,영어영문학과,학부,2010,/partner/expReport.asp?id=4736&page=25&bgbn=R,0.5122702717781067
243,150,"버클리, 새로운 나를 만날 수 있는 곳",신문방송학과,학부,2010,/partner/expReport.asp?id=4714&page=25&bgbn=R,0.8068118691444397
244,149,UC Berkeley,영어영문학과,학부,2010,/partner/expReport.asp?id=4685&page=25&bgbn=R,0.5230967998504639
245,148,UC Berkeley,영어영문학과,학부,2010,/partner/expReport.asp?id=4684&page=25&bgbn=R,0.5230967998504639
246,147,버클리에서의 가장 특별했던 1년 :),영어영문학과,학부,2010,/partner/expReport.asp?id=4668&page=25&bgbn=R,0.8305219411849976
247,146,잊지 못 할 1년 UC Berkeley,경제학과,학부,2010,/partner/expReport.asp?id=4657&page=25&bgbn=R,0.8342572450637817
248,145,"Berkeley, Go bears!",정치외교학과,학부,2010,/partner/expReport.asp?id=4626&page=25&bgbn=R,0.5122702717781067
249,144,버클리에서의 6주,전기전자공학부,학부,2008,/partner/expReport.asp?id=4585&page=25&bgbn=R,0.6425419449806213
250,143,Summer Session in UC Berkeley,생활디자인학과,학부,2010,/partner/expReport.asp?id=4551&page=26&bgbn=R,0.5122702717781067
251,142,UC Berkeley.,법학과,학부,2010,/partner/expReport.asp?id=4542&page=26&bgbn=R,0.515648603439331
252,141,Summer in Berkeley,토목환경공학과,학부,2010,/partner/expReport.asp?id=4538&page=26&bgbn=R,0.515648603439331
253,140,다시 돌아가고 싶은 버클리,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4527&page=26&bgbn=R,0.7810486555099487
254,139,"""Whose California? -- Our California!!""",UIC,학부,2009-2010,/partner/expReport.asp?id=4485&page=26&bgbn=R,0.5188660621643066
255,138,great opportunity,경영/정치외교,학부,2009-2010,/partner/expReport.asp?id=4471&page=26&bgbn=R,0.5230967998504639
256,137,버클리에서의 여름 계절학기,경제학부,학부,2010,/partner/expReport.asp?id=4464&page=26&bgbn=R,0.7815244197845459
257,136,Summer는 역시 Berkeley에서,심리학과,학부,2009,/partner/expReport.asp?id=4456&page=26&bgbn=R,0.5625441670417786
258,135,UC Berkeley,언더우드국제대학,학부,2010,/partner/expReport.asp?id=4438&page=26&bgbn=R,0.5230967998504639
259,134,UC Berkeley,경영학과,학부,2010,/partner/expReport.asp?id=4422&page=26&bgbn=R,0.5230967998504639
260,133,Exchange Student Life at UC Berkeley,언더우드 국제학과 비교문학과문화,학부,2009-2010,/partner/expReport.asp?id=4417&page=27&bgbn=R,0.5139521360397339
261,132,UC Berkeley Summer 2010 경험고서,기계공학과,학부,2010,/partner/expReport.asp?id=4416&page=27&bgbn=R,0.572070300579071
262,131,"가장 추웠지만, 가장 추억하고 싶었던 6주",전기전자공학부,학부,2010,/partner/expReport.asp?id=4412&page=27&bgbn=R,0.8439135551452637
263,130,UC Berkeley,주거환경학과,학부,2010,/partner/expReport.asp?id=4409&page=27&bgbn=R,0.5230967998504639
264,129,버클리에서의 6주,교육학/영어영문학 (복수),학부,2010,/partner/expReport.asp?id=4408&page=27&bgbn=R,0.6425419449806213
265,128,Go bears! ucb:),경제학과,학부,2010,/partner/expReport.asp?id=4403&page=27&bgbn=R,0.5122702717781067
266,127,"2달간의 짧은 여름, GO Bears!",전기전자공학부,학부,2010,/partner/expReport.asp?id=4399&page=27&bgbn=R,0.7159488201141357
267,126,행복했던 버클리에서의 시간들,행정학/경영학(복수),학부,2009-2010,/partner/expReport.asp?id=4360&page=27&bgbn=R,0.8031179904937744
268,125,내게 너무 많은 걸 가르쳐준 버클리,심리학과,학부,2009-2010,/partner/expReport.asp?id=4289&page=27&bgbn=R,0.26920878887176514
269,124,버클리에서의 1년 :),건축공학과,학부,2009-2010,/partner/expReport.asp?id=4280&page=27&bgbn=R,0.6137974858283997
270,123,그리운 UC Berkeley!,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4276&page=28&bgbn=R,0.694303035736084
271,122,잊지못할 UC Berkeley,언더우드국제대학 정치외교,학부,2009-2010,/partner/expReport.asp?id=4271&page=28&bgbn=R,0.907960832118988
272,121,GO BEARS~,응용통계학과,학부,2009-2010,/partner/expReport.asp?id=4247&page=28&bgbn=R,0.515648603439331
273,120,즐거웠던 UC버클리에서의 1년~!,경제학과,학부,2009-2010,/partner/expReport.asp?id=4244&page=28&bgbn=R,0.8151009678840637
274,119,버클리에서의 6주,법학과,학부,2009,/partner/expReport.asp?id=4198&page=28&bgbn=R,0.6425419449806213
275,118,버클리에서의 행복했던 시간!,정치외교학과,학부,2008-2009,/partner/expReport.asp?id=4179&page=28&bgbn=R,0.8075953722000122
276,117,버클리에서의 1년!,국어국문/신문방송,학부,2009,/partner/expReport.asp?id=4162&page=28&bgbn=R,0.6137974858283997
277,116,The Juciest Bite : UC Berkeley *:>,ECONOMICS & BUSINESS,학부,2009,/partner/expReport.asp?id=4090&page=28&bgbn=R,0.5163494348526001
278,115,"내 인생의 turning point, UC Berkeley",정치외교학과,학부,2009,/partner/expReport.asp?id=4041&page=28&bgbn=R,0.828632116317749
279,114,UC Berkeley에서의 1년,영어영문학과,학부,2009,/partner/expReport.asp?id=4040&page=28&bgbn=R,0.7022072076797485
280,113,UC Berkeley ♡ 꿈만 같았던 1년 간의 기록 !,정치외교학과/언론홍보영상학부,학부,2009,/partner/expReport.asp?id=3959&page=29&bgbn=R,0.7802032232284546
281,112,버클리에서의 1년,언론홍보영상학과,학부,2009,/partner/expReport.asp?id=3957&page=29&bgbn=R,0.5977693796157837
282,111,행복했던 UC Berkeley에서의 생활,영어영문학과,학부,2008,/partner/expReport.asp?id=3945&page=29&bgbn=R,0.8810940980911255
283,110,버클리!,행정학과,학부,2009,/partner/expReport.asp?id=3910&page=29&bgbn=R,0.21263551712036133
284,109,"또 하나의 고향, 버클리♡",경영학과,학부,2009,/partner/expReport.asp?id=3907&page=29&bgbn=R,0.22462844848632812
285,108,UC 버클리 경험보고서,의예과,학부,2009,/partner/expReport.asp?id=3895&page=29&bgbn=R,0.35503679513931274
286,107,버클리!! 행복했던 시간!!,세라믹공학과,학부,2009,/partner/expReport.asp?id=3892&page=29&bgbn=R,0.37679240107536316
287,106,6주간의 버클리 생활,기악과,학부,2009,/partner/expReport.asp?id=3890&page=29&bgbn=R,0.24084904789924622
288,105,Go Bears!!!,법학과,학부,2009,/partner/expReport.asp?id=3870&page=29&bgbn=R,0.515648603439331
289,104,행복했던 버클리 :),법학과,학부,2009,/partner/expReport.asp?id=3869&page=29&bgbn=R,0.6882027387619019
290,103,Summer in Berkeley,심리학과,학부,2009,/partner/expReport.asp?id=3867&page=30&bgbn=R,0.515648603439331
291,102,"하루하루 행복했던, UC berkeley",주거환경학과,학부,2009,/partner/expReport.asp?id=3864&page=30&bgbn=R,0.89251708984375
292,101,Berkeley Sessin D !!!,주거환경학과,학부,2009,/partner/expReport.asp?id=3860&page=30&bgbn=R,0.5123575925827026
293,100,버클리대학교를 다녀와서,전기전자공학부,학부,2009,/partner/expReport.asp?id=3859&page=30&bgbn=R,0.49045637249946594
294,99,6주간의 버클리 생활,화학과,학부,2009,/partner/expReport.asp?id=3856&page=30&bgbn=R,0.24084904789924622
295,98,행복했던 UC Berkeley에서의 여름,정보산업공학과,학부,2008,/partner/expReport.asp?id=3824&page=30&bgbn=R,0.920318067073822
296,97,즐거웠던 버클리,학부대학,학부,2009,/partner/expReport.asp?id=3814&page=30&bgbn=R,0.6423665285110474
297,96,영원히 기억될 버클리,심리/경영학과,학부,2008-2009,/partner/expReport.asp?id=3788&page=30&bgbn=R,0.8324049711227417
298,95,버클리 다녀왔습니다!,경제학과/응용통계학과,학부,2008-2009,/partner/expReport.asp?id=3759&page=30&bgbn=R,0.4490940272808075
299,94,08 Berkeley summer,법학과,학부,2008,/partner/expReport.asp?id=3745&page=30&bgbn=R,0.515648603439331
300,93,UC 버클리 :),영어영문학/심리학,학부,2008-2009,/partner/expReport.asp?id=3713&page=31&bgbn=R,0.2536264955997467
301,92,버클리대학교,경영학과,학부,2008-2009,/partner/expReport.asp?id=3572&page=31&bgbn=R,0.3471701443195343
302,91,My dear Berkeley♡,정치외교학과,학부,2008,/partner/expReport.asp?id=3523&page=31&bgbn=R,0.5123575925827026
303,90,The experience of a lifetime~☆,경영학과,학부,2008,/partner/expReport.asp?id=3521&page=31&bgbn=R,0.5163494348526001
304,89,꿈속을 걷는 기분 UC Berkeley,경영학과/사학과,학부,2008,/partner/expReport.asp?id=3438&page=31&bgbn=R,0.747807502746582
305,88,"내 인생의 터닝포인트, 내 사랑 버클리♡",경제학과,학부,2008,/partner/expReport.asp?id=3380&page=31&bgbn=R,0.7360647320747375
306,87,UC Berkeley,심리학과,학부,2008,/partner/expReport.asp?id=3361&page=31&bgbn=R,0.5230967998504639
307,86,UC Berkeley,중어중문학과,학부,2005-2006,/partner/expReport.asp?id=3340&page=31&bgbn=R,0.5230967998504639
308,85,"버클리, 출국 전 가장 궁금했던 것들 10문 10답",이과대학 물리학과,학부,2007-2008,/partner/expReport.asp?id=3281&page=31&bgbn=R,0.265267938375473
309,84,너무도 그리운 berkeley :),생물학과,학부,2007-2008,/partner/expReport.asp?id=3258&page=31&bgbn=R,0.8644310235977173
310,83,힘들었지만 소중한 Berkeley에서의 1년,영어영문학과,학부,2007-2008,/partner/expReport.asp?id=3244&page=32&bgbn=R,0.5624312162399292
311,82,달콤한 나의 버클리 ! ♪,경영학과,학부,2007-2008,/partner/expReport.asp?id=3216&page=32&bgbn=R,0.2936474680900574
312,81,It's Berkeley-Anything is Possible.,언론홍보영상학부,학부,2007-2008,/partner/expReport.asp?id=3198&page=32&bgbn=R,0.5212031602859497
313,80,평생 못 잊을 UC Berkeley,생명공학과,학부,2007-2008,/partner/expReport.asp?id=3183&page=32&bgbn=R,0.7231358289718628
314,79,Life at CAL ☆,법학과,학부,2007-2008,/partner/expReport.asp?id=3178&page=32&bgbn=R,0.5123575925827026
315,78,소중한 추억 UC Berkeley,경제학과,학부,2007-2008,/partner/expReport.asp?id=3173&page=32&bgbn=R,0.7932827472686768
316,77,버클리에서의 짧고도 긴 이야기,경제학과,학부,2007-2008,/partner/expReport.asp?id=3160&page=32&bgbn=R,0.7171552181243896
317,76,UC BERKELEY !,기계공학,학부,2007-2008,/partner/expReport.asp?id=3138&page=32&bgbn=R,0.515648603439331
318,75,Berkeley Cantabile(버클리 칸타빌레),언론홍보영상학부,학부,2007,/partner/expReport.asp?id=3045&page=32&bgbn=R,0.3110443353652954
319,74,UC Berkeley,영어영문학과,학부,2007,/partner/expReport.asp?id=3038&page=32&bgbn=R,0.5230967998504639
320,73,평생 잊지못할 최고의 1년.,정치외교학과,학부,2007,/partner/expReport.asp?id=2961&page=33&bgbn=R,0.9257464408874512
321,72,UC Berkeley,영어영문학과,학부,2007,/partner/expReport.asp?id=2944&page=33&bgbn=R,0.5230967998504639
322,71,"제 2의 고향, 버클리",언론홍보영상학부,학부,2007,/partner/expReport.asp?id=2933&page=33&bgbn=R,0.2740757465362549
323,70,Berkeley에서의 소중한 1년,수학과,학부,2007,/partner/expReport.asp?id=2927&page=33&bgbn=R,0.8446583151817322
324,69,버클리에서의 소중한 경험과 추억,기계공학,학부,2007,/partner/expReport.asp?id=2915&page=33&bgbn=R,0.8526104092597961
325,68,UC Berkeley에서의 1년,사회학과,학부,2007,/partner/expReport.asp?id=2897&page=33&bgbn=R,0.7022072076797485
326,67,"도전과 성장의 장소, UCB.",심리학과,학부,2007,/partner/expReport.asp?id=2883&page=33&bgbn=R,0.6387128829956055
327,66,UC Berkeley,심리학과,학부,2007,/partner/expReport.asp?id=2865&page=33&bgbn=R,0.5230967998504639
328,65,일년의 추억,영어영문학과,학부,2007,/partner/expReport.asp?id=2848&page=33&bgbn=R,0.7499743103981018
329,64,꿈만 같은 Berkeley에서의 1년,영문학과,학부,2006-2007,/partner/expReport.asp?id=2755&page=33&bgbn=R,0.8460103273391724
330,63,Unforgettable memories in Berkeley,생물학과,학부,2006-2007,/partner/expReport.asp?id=2754&page=34&bgbn=R,0.5123575925827026
331,62,UC Berkeley와의 잊을 수 없는 추억,신문방송학과/정치외교학과,학부,2006-2007,/partner/expReport.asp?id=2685&page=34&bgbn=R,0.9303275942802429
332,61,UCB life,신문방송학과/경영학과,학부,2006-2007,/partner/expReport.asp?id=2563&page=34&bgbn=R,0.5230967998504639
333,60,최고의 수업,철학과,학부,2006-2007,/partner/expReport.asp?id=2540&page=34&bgbn=R,0.9375623464584351
334,59,UC Berkeley,신문방송학과,학부,2006,/partner/expReport.asp?id=2510&page=34&bgbn=R,0.5230967998504639
335,58,"정말 좋아요, UC Berkeley",신문방송학과,학부,2005-2006,/partner/expReport.asp?id=2485&page=34&bgbn=R,0.9045324921607971
336,57,나의 또 다른 고향이 되어버린 그 곳. Berkeley,생화학,학부,2006,/partner/expReport.asp?id=2417&page=34&bgbn=R,0.7662789821624756
337,56,UC Berkeley,사회학과,학부,2006,/partner/expReport.asp?id=2341&page=34&bgbn=R,0.5230967998504639
338,55,"내 생에 가장 아름답고 행복하던 일년, UC Berkeley",경영학과,학부,2005-2006,/partner/expReport.asp?id=2230&page=34&bgbn=R,0.9781980514526367
339,54,UC Berkeley,화학공학과,학부,2005-2006,/partner/expReport.asp?id=2228&page=34&bgbn=R,0.5230967998504639
340,53,"UC Berkeley, 소중한 추억을 돌아보며..",이과대학 화학과,학부,2005-2006,/partner/expReport.asp?id=2197&page=35&bgbn=R,0.8871456384658813
341,52,Go Bears! Cal Berkeley,건축공학과,학부,2005,/partner/expReport.asp?id=2156&page=35&bgbn=R,0.5122702717781067
342,51,"소중한 추억, Berkeley",생화학과,학부,2005-2006,/partner/expReport.asp?id=2114&page=35&bgbn=R,0.7932827472686768
343,50,"나의 가장 행복한 기억이 머무는곳, Berkeley",심리학과,학부,2005-2006,/partner/expReport.asp?id=2094&page=35&bgbn=R,0.9791301488876343
344,49,UC Berkeley,영어영문학과,학부,2005,/partner/expReport.asp?id=2039&page=35&bgbn=R,0.5230967998504639
345,48,UC Berkeley,정치외교학과,학부,2004-2005,/partner/expReport.asp?id=1976&page=35&bgbn=R,0.5230967998504639
346,47,소중했던 UC Berkeley의 1년,영어영문학과,학부,2005,/partner/expReport.asp?id=1975&page=35&bgbn=R,0.6373759508132935
347,46,UC Berkeley,정치외교학과,학부,2005,/partner/expReport.asp?id=1954&page=35&bgbn=R,0.5230967998504639
348,45,그리운 내 학교 UC Berkeley.,신문방송학과,학부,2005,/partner/expReport.asp?id=1927&page=35&bgbn=R,0.7299891710281372
349,44,Lovely Berkeley,신문방송학과,학부,2005,/partner/expReport.asp?id=1872&page=35&bgbn=R,0.5230967998504639
350,43,UC Berkeley,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1859&page=36&bgbn=R,0.5230967998504639
351,42,"그리운 나의 학교, UC Berkeley",생명공학,학부,2005,/partner/expReport.asp?id=1848&page=36&bgbn=R,0.7110974788665771
352,41,UC Berkeley,신문방송학과,학부,2005,/partner/expReport.asp?id=1817&page=36&bgbn=R,0.5230967998504639
353,40,다시 돌아가고 싶은 BERKELEY,정치외교학과,학부,2005,/partner/expReport.asp?id=1807&page=36&bgbn=R,0.9130617380142212
354,39,UC Berkeley,생화학과,학부,2004-2005,/partner/expReport.asp?id=1793&page=36&bgbn=R,0.5230967998504639
355,38,UC Berkeley,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1653&page=36&bgbn=R,0.5230967998504639
356,37,UC Berkeley,신문방송학과,학부,2004-2005,/partner/expReport.asp?id=1623&page=36&bgbn=R,0.5230967998504639
357,36,UC Berkeley,경영학과,학부,2004-2005,/partner/expReport.asp?id=1599&page=36&bgbn=R,0.5230967998504639
358,35,UC Berkeley 교환학생 경험보고서,영어영문학과,학부,2003,/partner/expReport.asp?id=1568&page=36&bgbn=R,0.6584348678588867
359,34,"University of California, Berkeley",영어영문학과,학부,2004,/partner/expReport.asp?id=1528&page=36&bgbn=R,0.5122702717781067
360,33,다름이 틀림이 아님을 알게 한 Berkeley에서의 1년,신문방송학과,학부,2004,/partner/expReport.asp?id=1474&page=37&bgbn=R,0.6490370035171509
361,32,버클리 후기,국제관계학전공,학부,2004,/partner/expReport.asp?id=1457&page=37&bgbn=R,0.3152528703212738
362,31,Berkeley 를 다녀와서.,신문방송학과,학부,2003-2004,/partner/expReport.asp?id=1421&page=37&bgbn=R,0.7333544492721558
363,30,UC Berkeley에서의 1년,컴퓨터·산업공학전공,학부,2004,/partner/expReport.asp?id=1381&page=37&bgbn=R,0.7022072076797485
364,29,UC Berkeley,신문방송학과,학부,2003,/partner/expReport.asp?id=1368&page=37&bgbn=R,0.5230967998504639
365,28,UC Berkeley,영어영문학전공,학부,2003-2004,/partner/expReport.asp?id=1347&page=37&bgbn=R,0.5230967998504639
366,27,UCB,영어영문학전공,학부,2004,/partner/expReport.asp?id=1341&page=37&bgbn=R,0.50729900598526
367,26,UC Berkeley 교환학생 경험 보고서,경제학전공,학부,2002,/partner/expReport.asp?id=1287&page=37&bgbn=R,0.6584348678588867
368,25,UC Berkeley - 홍민선,정치외교학과,학부,2003-2004,/partner/expReport.asp?id=1247&page=37&bgbn=R,0.4075755774974823
369,24,UC Berkeley,생명공학전공,학부,2002-2003,/partner/expReport.asp?id=1130&page=37&bgbn=R,0.5230967998504639
370,23,버클리에서의 1년...,생명공학전공,학부,2002-2003,/partner/expReport.asp?id=1107&page=38&bgbn=R,0.6137974858283997
371,22,UC Berkeley - 김누리,신문방송학과,학부,2002-2003,/partner/expReport.asp?id=915&page=38&bgbn=R,0.3701460659503937
372,21,Berkeley,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=914&page=38&bgbn=R,0.50729900598526
373,20,berkeley,건축공학전공,학부,2002-2003,/partner/expReport.asp?id=887&page=38&bgbn=R,0.50729900598526
374,19,UC Berkeley-하주현,생화학전공,학부,2002-2003,/partner/expReport.asp?id=884&page=38&bgbn=R,0.4402342438697815
375,18,경험 보고서,생화학전공,학부,2002-2003,/partner/expReport.asp?id=883&page=38&bgbn=R,0.7555708289146423
376,17,UC Berkeley-김윤희,생명공학전공,학부,2002-2003,/partner/expReport.asp?id=861&page=38&bgbn=R,0.5123575925827026
377,16,UC Berkeldy - 박진희,법학과,학부,1999,/partner/expReport.asp?id=691&page=38&bgbn=R,0.6564047932624817
378,15,UC Berkeley - 오자현,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=637&page=38&bgbn=R,0.4402342438697815
379,14,UC Berkeley - 김희선,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=565&page=38&bgbn=R,0.3641622066497803
380,13,UC Berkeley - 김지원,영어영문학전공,학부,2001,/partner/expReport.asp?id=407&page=39&bgbn=R,0.4519963264465332
381,12,UC Berkeley - 김자림,신문방송학과,학부,2001,/partner/expReport.asp?id=406&page=39&bgbn=R,0.5123575925827026
382,11,UC Berkeldy - 김명지,국제학대학원,대학원,2000,/partner/expReport.asp?id=361&page=39&bgbn=R,0.4472339451313019
383,10,UC Berkeley - 김형진,신문방송학과,학부,2000-2001,/partner/expReport.asp?id=349&page=39&bgbn=R,0.5123575925827026
384,9,UC Berkeley-김우기,생명공학전공,학부,2000,/partner/expReport.asp?id=312&page=39&bgbn=R,0.3471697270870209
385,8,UC Berkeley-조현경,영어영문학전공,학부,2000-2001,/partner/expReport.asp?id=304&page=39&bgbn=R,0.5512934923171997
386,7,U.C.Berkeley -김현영,신문방송학과,학부,2000-2001,/partner/expReport.asp?id=294&page=39&bgbn=R,0.5163494348526001
387,6,UC Berkely-최순영,인문학부,학부,2000,/partner/expReport.asp?id=236&page=39&bgbn=R,0.5123575925827026
388,5,UC Berkeley-박지혜,심리학전공,학부,2000-2001,/partner/expReport.asp?id=124&page=39&bgbn=R,0.5123575925827026
389,4,UC Berkeley-백승찬,철학전공,학부,2000,/partner/expReport.asp?id=111&page=39&bgbn=R,0.5609204769134521
390,3,UC Berkeley-박진섭,경제학전공,학부,1999-2000,/partner/expReport.asp?id=104&page=40&bgbn=R,0.5123575925827026
391,2,UC Berkeley-김재홍,경제학전공,학부,1998-1999,/partner/expReport.asp?id=78&page=40&bgbn=R,0.5123575925827026
392,1,"UC, Berkeley-장혜원",영어영문학전공,학부,1998-1999,/partner/expReport.asp?id=37&page=40&bgbn=R,0.4870545268058777
